tech_id,platform,id,description
T1140,"['Windows', 'Linux', 'macOS']",relationship--4ca73e82-4e56-4044-a21a-d613a80f171c,"[OSX_OCEANLOTUS.D](https://attack.mitre.org/software/S0352) uses a decode routine combining bit shifting and XOR operations with a variable key that depends on the length of the string that was encoded. If the computation for the variable XOR key turns out to be 0, the default XOR key of 0x1B is used. This routine is also referenced as the `rotate` function in reporting.(Citation: Unit42 OceanLotus 2017)"
T1497.001,"['Linux', 'macOS', 'Windows']",relationship--4cacddfb-d437-4495-bacb-08b316814c1d,"[GuLoader](https://attack.mitre.org/software/S0561) has the ability to perform anti-VM and anti-sandbox checks using string hashing, the API call <code>EnumWindows</code>, and checking for Qemu guest agent.(Citation: Medium Eli Salem GuLoader April 2021)"
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--4caf9f0d-dfe9-48ce-9b6e-812577e09711,"[Crimson](https://attack.mitre.org/software/S0115) contains a command to collect the victim PC name, disk drive information, and operating system.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
T1012,['Windows'],relationship--4cb1a0d0-6276-4c2c-b299-c26c982e9e1e,[PlugX](https://attack.mitre.org/software/S0013) can enumerate and query for information contained within the Windows Registry.(Citation: Lastline PlugX Analysis)(Citation: CIRCL PlugX March 2013)
T1027.002,"['macOS', 'Windows', 'Linux']",relationship--4cb25ac9-9eb9-47ee-b3f9-53c5a6365c46,Versions of [Babuk](https://attack.mitre.org/software/S0638) have been packed.(Citation: Sogeti CERT ESEC Babuk March 2021)(Citation: McAfee Babuk February 2021)(Citation: Medium Babuk February 2021)
T1070.001,['Windows'],relationship--4cbd1250-5e79-46c0-b38f-83bd5942f44c,[APT41](https://attack.mitre.org/groups/G0096) attempted to remove evidence of some of its activity by clearing Windows security and system events.(Citation: FireEye APT41 Aug 2019)
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--4cc3f3af-73f1-4f36-9e28-de4f8ecc3247,[Denis](https://attack.mitre.org/software/S0354) uses <code>ipconfig</code> to gather the IP address from the system.(Citation: Cybereason Cobalt Kitty 2017)
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--4cc8afb8-86ab-4537-926f-3178975a7886,[menuPass](https://attack.mitre.org/groups/G0045) has used several tools to scan for open NetBIOS nameservers and enumerate NetBIOS sessions.(Citation: PWC Cloud Hopper Technical Annex April 2017)
T1053.005,['Windows'],relationship--4cd2bbbd-211a-4771-9e9d-a60356c04257,[SharpDisco](https://attack.mitre.org/software/S1089) can create scheduled tasks to execute reverse shells that read and write data to and from specified SMB shares.(Citation: MoustachedBouncer ESET August 2023)
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--4cd705fd-5192-4248-9627-4f6cf2d4c459,[Kimsuky](https://attack.mitre.org/groups/G0094) has deleted the exfiltrated data on disk after transmission. [Kimsuky](https://attack.mitre.org/groups/G0094) has also used an instrumentor script to terminate browser processes running on an infected system and then delete the cookie files on disk.(Citation: Securelist Kimsuky Sept 2013)(Citation: Talos Kimsuky Nov 2021)(Citation: KISA Operation Muzabi)
T1497.001,"['Linux', 'macOS', 'Windows']",relationship--4ce1ed77-dc5d-42d8-838e-b927dc6d6afb,[EvilBunny](https://attack.mitre.org/software/S0396)'s dropper has checked the number of processes and the length and strings of its own file name to identify if the malware is in a sandbox environment.(Citation: Cyphort EvilBunny Dec 2014)	
T1070.001,['Windows'],relationship--4ceb5590-5539-424c-9859-1a35d62bbf04,[Lucifer](https://attack.mitre.org/software/S0532) can clear and remove event logs.(Citation: Unit 42 Lucifer June 2020)
T1110,"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network']",relationship--4cf22fd0-af3a-41b7-b0ad-07b73b6d5516,[Caterpillar WebShell](https://attack.mitre.org/software/S0572) has a module to perform brute force attacks on a system.(Citation: ClearSky Lebanese Cedar Jan 2021) 
T1566.001,"['macOS', 'Windows', 'Linux']",relationship--4cfed6dd-68ac-4b0a-acd1-b888c0c69c4f,[Chaes](https://attack.mitre.org/software/S0631) has been delivered by sending victims a phishing email containing a malicious .docx file.(Citation: Cybereason Chaes Nov 2020)
T1055.001,['Windows'],relationship--4d0ea359-36b3-46f8-818a-5aaff3de574a,[FinFisher](https://attack.mitre.org/software/S0182) injects itself into various processes depending on whether it is low integrity or high integrity.(Citation: FinFisher Citation)(Citation: Microsoft FinFisher March 2018)
T1027,"['Linux', 'macOS', 'Windows']",relationship--4d10ce98-d1c1-4e26-84c3-a309e7c30313,"[WhisperGate](https://attack.mitre.org/software/S0689) can Base64 encode strings, store downloaded files in reverse byte order,  and use the Eazfuscator tool to obfuscate its third stage.(Citation: Cisco Ukraine Wipers January 2022)(Citation: Medium S2W WhisperGate January 2022)(Citation: RecordedFuture WhisperGate Jan 2022)"
T1036.005,"['Linux', 'macOS', 'Windows', 'Containers']",relationship--4d1b4d28-84c8-4ae4-9e04-c437dc391eac,[Transparent Tribe](https://attack.mitre.org/groups/G0134) can mimic legitimate Windows directories by using the same icons and names.(Citation: Kaspersky Transparent Tribe August 2020)
T1105,"['Linux', 'macOS', 'Windows']",relationship--4d23c95c-366e-464c-b41c-64e48f4e166a,[AuditCred](https://attack.mitre.org/software/S0347) can download files and additional malware.(Citation: TrendMicro Lazarus Nov 2018)
T1547.001,['Windows'],relationship--4d28e653-c023-45cf-bbbd-ade005bcd519,[Snip3](https://attack.mitre.org/software/S1086) can create a VBS file in startup to persist after system restarts.(Citation: Telefonica Snip3 December 2021)
T1005,"['Linux', 'macOS', 'Windows', 'Network']",relationship--4d3467b2-34cd-484d-9526-571311b0160e,[EnvyScout](https://attack.mitre.org/software/S0634) can collect sensitive NTLM material from a compromised host.(Citation: MSTIC Nobelium Toolset May 2021)
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--4d36c850-0cd8-4e2a-9999-19f61eb37922,[Seasalt](https://attack.mitre.org/software/S0345) has a command to perform a process listing.(Citation: Mandiant APT1 Appendix)
T1555,"['Linux', 'macOS', 'Windows', 'IaaS']",relationship--4d3e4232-1330-45a9-9e90-9914eed276a5,"[Stealth Falcon](https://attack.mitre.org/groups/G0038) malware gathers passwords from multiple sources, including Windows Credential Vault and Outlook.(Citation: Citizen Lab Stealth Falcon May 2016)"
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--4d4c8221-17a9-4e5b-86f9-6a0cffc42424,[S-Type](https://attack.mitre.org/software/S0085) uses HTTP for C2.(Citation: Cylance Dust Storm)
T1562.001,"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS', 'Network']",relationship--4d4da706-d1b7-4839-9a2b-52e03d23a44e,[WarzoneRAT](https://attack.mitre.org/software/S0670) can disarm Windows Defender during the UAC process to evade detection.(Citation: Check Point Warzone Feb 2020)
T1012,['Windows'],relationship--4d5240d1-508f-4cf0-bf38-9f9276894cbf,[Dragonfly](https://attack.mitre.org/groups/G0035) has queried the Registry to identify victim information.(Citation: US-CERT TA18-074A)
T1112,['Windows'],relationship--4d58ff48-b6d8-48ba-aa29-2f34d4dc1264,[CSPY Downloader](https://attack.mitre.org/software/S0527) can write to the Registry under the <code>%windir%</code> variable to execute tasks.(Citation: Cybereason Kimsuky November 2020)
T1055.001,['Windows'],relationship--4d5f07bd-985d-4dee-8f1b-9143fb158438,[PipeMon](https://attack.mitre.org/software/S0501) can inject its modules into various processes using reflective DLL loading.(Citation: ESET PipeMon May 2020)
T1497,"['Windows', 'macOS', 'Linux']",relationship--4d63c2b7-03e6-4747-81f2-9197faccd5fc,[Bazar](https://attack.mitre.org/software/S0534) can attempt to overload sandbox analysis by sending 1550 calls to <code>printf</code>.(Citation: Cybereason Bazar July 2020)
T1027.005,"['Linux', 'macOS', 'Windows']",relationship--4d68b3eb-9689-4a6d-b6ab-367fbc5ddade,"[Deep Panda](https://attack.mitre.org/groups/G0009) has updated and modified its malware, resulting in different hash values that evade detection.(Citation: Symantec Black Vine)"
T1573.001,"['Linux', 'Windows', 'macOS']",relationship--4d6a3a5b-58c2-4dab-8710-fe7e6b893f98,[Cardinal RAT](https://attack.mitre.org/software/S0348) uses a secret key with a series of XOR and addition operations to encrypt C2 traffic.(Citation: PaloAlto CardinalRat Apr 2017)
T1572,"['Linux', 'macOS', 'Windows']",relationship--4d7080b8-a3e0-4122-b0c9-c1d9c2ba6890,[FunnyDream](https://attack.mitre.org/software/S1044) can connect to HTTP proxies via TCP to create a tunnel to C2.(Citation: Bitdefender FunnyDream Campaign November 2020)
T1555,"['Linux', 'macOS', 'Windows', 'IaaS']",relationship--4d7add6f-ebd5-477f-9958-a5176835da2e,"[CosmicDuke](https://attack.mitre.org/software/S0050) collects user credentials, including passwords, for various programs including popular instant messaging applications and email clients as well as WLAN keys.(Citation: F-Secure The Dukes)"
T1027,"['Linux', 'macOS', 'Windows']",relationship--4d7e8d98-9894-4dfa-9013-af8d83e6faea,[Agent Tesla](https://attack.mitre.org/software/S0331) has had its code obfuscated in an apparent attempt to make analysis difficult.(Citation: Fortinet Agent Tesla April 2018) [Agent Tesla](https://attack.mitre.org/software/S0331) has used the Rijndael symmetric encryption algorithm to encrypt strings.(Citation: Malwarebytes Agent Tesla April 2020)
T1569.002,['Windows'],relationship--4d7faa7b-2fd2-4c40-89c2-e8171055733c,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors created services on remote systems for execution purposes.(Citation: FoxIT Wocao December 2019)"
T1049,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--4d82bac6-ec9d-4f4b-a471-169728a830a4,[APT3](https://attack.mitre.org/groups/G0022) has a tool that can enumerate current network connections.(Citation: Symantec Buckeye)(Citation: FireEye Clandestine Fox)(Citation: evolution of pirpi)
T1070.001,['Windows'],relationship--4d880164-0891-4721-b393-7e3a3bcc0fd9,[Olympic Destroyer](https://attack.mitre.org/software/S0365) will attempt to clear the System and Security event logs using <code>wevtutil</code>.(Citation: Talos Olympic Destroyer 2018)
T1027.010,"['Linux', 'macOS', 'Windows']",relationship--4d8df710-e1a4-4069-afef-2e8e63ed6587,[PowerSploit](https://attack.mitre.org/software/S0194) contains a collection of ScriptModification modules that compress and encode scripts and payloads.(Citation: GitHub PowerSploit May 2012)(Citation: PowerSploit Documentation)
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--4d8fd7fc-eb0b-4031-8df0-ef3d237edb7c,[Pupy](https://attack.mitre.org/software/S0192) has built in commands to identify a host’s IP address and find out other network configuration settings by viewing connected sessions.(Citation: GitHub Pupy)
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--4d90fd9d-9f9b-45f8-986d-3db43b679905,[Kasidet](https://attack.mitre.org/software/S0088) has the ability to search for a given process name in processes currently running in the system.(Citation: Zscaler Kasidet)
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--4d9acf03-bd3e-458b-bcea-6d1b57674072,"During the [2015 Ukraine Electric Power Attack](https://attack.mitre.org/campaigns/C0028), vba_macro.exe deletes itself after `FONTCACHE.DAT`, `rundll32.exe`, and the associated .lnk file is delivered. (Citation: Booz Allen Hamilton)"
T1124,"['Windows', 'Network']",relationship--4d9b9464-1ade-45e9-9d7b-1c4c967abd81,[NOKKI](https://attack.mitre.org/software/S0353) can collect the current timestamp of the victim's machine.(Citation: Unit 42 NOKKI Sept 2018)
T1036.005,"['Linux', 'macOS', 'Windows', 'Containers']",relationship--4da943df-a7dc-499f-a8b7-ca8d298d8ff6,"[admin@338](https://attack.mitre.org/groups/G0018) actors used the following command to rename one of their tools to a benign file name: <code>ren ""%temp%\upload"" audiodg.exe</code>(Citation: FireEye admin@338)"
T1583.001,['PRE'],relationship--4db1e255-d845-459c-8553-39f1a278758f,"[IndigoZebra](https://attack.mitre.org/groups/G0136) has established domains, some of which were designed to look like official government domains, for their operations.(Citation: Checkpoint IndigoZebra July 2021)"
T1552.001,"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",relationship--4dbf47c1-c065-4e4c-8894-376d636555a2,[Fox Kitten](https://attack.mitre.org/groups/G0117) has accessed files to gain valid credentials.(Citation: CISA AA20-259A Iran-Based Actor September 2020)
T1074.001,"['Linux', 'macOS', 'Windows']",relationship--4dcb70d9-017b-44b8-a13c-fab275c5bc56,"During [C0015](https://attack.mitre.org/campaigns/C0015), PowerView's file share enumeration results were stored in the file `c:\ProgramData\found_shares.txt`.(Citation: DFIR Conti Bazar Nov 2021)"
T1021.002,['Windows'],relationship--4dd44f72-a08e-4dac-9875-98690508ed08,[Diavol](https://attack.mitre.org/software/S0659) can spread throughout a network via SMB prior to encryption.(Citation: Fortinet Diavol July 2021)
T1071.003,"['Linux', 'macOS', 'Windows']",relationship--4dd8150f-e20d-4ed0-a12e-c94641d1ba64,[JPIN](https://attack.mitre.org/software/S0201) can send email over SMTP.(Citation: Microsoft PLATINUM April 2016)
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--4de2ac9b-4e51-4d73-8fe3-d7d1659778b8,[Stealth Falcon](https://attack.mitre.org/groups/G0038) malware gathers a list of running processes.(Citation: Citizen Lab Stealth Falcon May 2016)
T1059.003,['Windows'],relationship--4de4a09b-5727-4462-b288-23278e74634e,[FIN10](https://attack.mitre.org/groups/G0051) has executed malicious .bat files containing PowerShell commands.(Citation: FireEye FIN10 June 2017)
T1132.001,"['Linux', 'macOS', 'Windows']",relationship--4de4cf78-542c-4f7a-a83b-f876a59e2553,[RDAT](https://attack.mitre.org/software/S0495) can communicate with the C2 via base32-encoded subdomains.(Citation: Unit42 RDAT July 2020)	
T1059.001,['Windows'],relationship--4dea60e2-5339-4aed-b9a8-5ebf6af2f431,"During [Frankenstein](https://attack.mitre.org/campaigns/C0001), the threat actors used PowerShell to run a series of Base64-encoded commands that acted as a stager and enumerated hosts.(Citation: Talos Frankenstein June 2019)"
T1113,"['Linux', 'macOS', 'Windows']",relationship--4deeafce-daf7-4dc8-a949-80eaf086ca0e,[MoustachedBouncer](https://attack.mitre.org/groups/G1019) has used plugins to take screenshots on targeted systems.(Citation: MoustachedBouncer ESET August 2023)
T1056.001,"['Windows', 'macOS', 'Linux', 'Network']",relationship--4df0f8e9-5956-4ccf-b603-00c32afee0d0,[Remexi](https://attack.mitre.org/software/S0375) gathers and exfiltrates keystrokes from the machine.(Citation: Securelist Remexi Jan 2019)
T1087.002,"['Linux', 'macOS', 'Windows']",relationship--4e0775fd-17b6-44cd-9598-98f1a185b32b,[BlackCat](https://attack.mitre.org/software/S1068) can utilize `net use` commands to identify domain users.(Citation: Microsoft BlackCat Jun 2022)
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--4e07996d-c9d9-49a8-9800-94daf69cd3b3,"[Kwampirs](https://attack.mitre.org/software/S0236) collects a list of files and directories in C:\ with the command <code>dir /s /a c:\ >> ""C:\windows\TEMP\[RANDOM].tmp""</code>.(Citation: Symantec Orangeworm April 2018)"
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--4e109125-e22b-4aaf-ac3c-9a0f5351b440,[PingPull](https://attack.mitre.org/software/S1031) can retrieve the hostname of a compromised host.(Citation: Unit 42 PingPull Jun 2022)
T1070.005,['Windows'],relationship--4e167937-d152-4c57-a7b7-e3b407470720,The <code>net use \\system\share /delete</code> command can be used in [Net](https://attack.mitre.org/software/S0039) to remove an established connection to a network share.(Citation: Technet Net Use)
